Domain Code,Domain,Reporter Country Code (FAO),Reporter Countries,Partner Country Code (FAO),Partner Countries,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TM","Detailed trade matrix","231","United States of America","112","Jordan","5910","Export Quantity","515","Apples","2003","2003","tonnes","131","","Official data"
"TM","Detailed trade matrix","231","United States of America","112","Jordan","5910","Export Quantity","515","Apples","2004","2004","tonnes","87","","Official data"
"TM","Detailed trade matrix","231","United States of America","112","Jordan","5910","Export Quantity","515","Apples","2005","2005","tonnes","525","","Official data"
"TM","Detailed trade matrix","231","United States of America","112","Jordan","5910","Export Quantity","515","Apples","2006","2006","tonnes","804","","Official data"
"TM","Detailed trade matrix","231","United States of America","112","Jordan","5910","Export Quantity","515","Apples","2007","2007","tonnes","1006","","Official data"
"TM","Detailed trade matrix","231","United States of America","112","Jordan","5910","Export Quantity","515","Apples","2008","2008","tonnes","2270","","Official data"
"TM","Detailed trade matrix","231","United States of America","112","Jordan","5910","Export Quantity","515","Apples","2009","2009","tonnes","3670","","Official data"
"TM","Detailed trade matrix","231","United States of America","112","Jordan","5910","Export Quantity","515","Apples","2010","2010","tonnes","4430","","Official data"
"TM","Detailed trade matrix","231","United States of America","112","Jordan","5910","Export Quantity","515","Apples","2011","2011","tonnes","3214","","Official data"
"TM","Detailed trade matrix","231","United States of America","112","Jordan","5910","Export Quantity","515","Apples","2012","2012","tonnes","3254","","Official data"
"TM","Detailed trade matrix","231","United States of America","112","Jordan","5910","Export Quantity","515","Apples","2013","2013","tonnes","4416","","Official data"
"TM","Detailed trade matrix","231","United States of America","112","Jordan","5910","Export Quantity","515","Apples","2014","2014","tonnes","2897","","Official data"
"TM","Detailed trade matrix","231","United States of America","112","Jordan","5910","Export Quantity","515","Apples","2015","2015","tonnes","2917","","Official data"
"TM","Detailed trade matrix","231","United States of America","112","Jordan","5910","Export Quantity","515","Apples","2016","2016","tonnes","1449","","Official data"
"TM","Detailed trade matrix","231","United States of America","112","Jordan","5910","Export Quantity","515","Apples","2017","2017","tonnes","1724","","Official data"
"TM","Detailed trade matrix","231","United States of America","112","Jordan","5910","Export Quantity","515","Apples","2018","2018","tonnes","1801","","Official data"
"TM","Detailed trade matrix","231","United States of America","112","Jordan","5910","Export Quantity","515","Apples","2019","2019","tonnes","1070","","Official data"
"TM","Detailed trade matrix","231","United States of America","112","Jordan","5910","Export Quantity","515","Apples","2020","2020","tonnes","3742","","Official data"
"TM","Detailed trade matrix","231","United States of America","112","Jordan","5922","Export Value","515","Apples","1987","1987","1000 US$","6","","Official data"
"TM","Detailed trade matrix","231","United States of America","112","Jordan","5922","Export Value","515","Apples","1996","1996","1000 US$","24","","Official data"
"TM","Detailed trade matrix","231","United States of America","112","Jordan","5922","Export Value","515","Apples","2000","2000","1000 US$","6","","Official data"
"TM","Detailed trade matrix","231","United States of America","112","Jordan","5922","Export Value","515","Apples","2001","2001","1000 US$","8","","Official data"
"TM","Detailed trade matrix","231","United States of America","112","Jordan","5922","Export Value","515","Apples","2002","2002","1000 US$","12","","Official data"
"TM","Detailed trade matrix","231","United States of America","112","Jordan","5922","Export Value","515","Apples","2003","2003","1000 US$","69","","Official data"
"TM","Detailed trade matrix","231","United States of America","112","Jordan","5922","Export Value","515","Apples","2004","2004","1000 US$","82","","Official data"
"TM","Detailed trade matrix","231","United States of America","112","Jordan","5922","Export Value","515","Apples","2005","2005","1000 US$","428","","Official data"
"TM","Detailed trade matrix","231","United States of America","112","Jordan","5922","Export Value","515","Apples","2006","2006","1000 US$","737","","Official data"
"TM","Detailed trade matrix","231","United States of America","112","Jordan","5922","Export Value","515","Apples","2007","2007","1000 US$","1115","","Official data"
"TM","Detailed trade matrix","231","United States of America","112","Jordan","5922","Export Value","515","Apples","2008","2008","1000 US$","2839","","Official data"
"TM","Detailed trade matrix","231","United States of America","112","Jordan","5922","Export Value","515","Apples","2009","2009","1000 US$","3749","","Official data"
"TM","Detailed trade matrix","231","United States of America","112","Jordan","5922","Export Value","515","Apples","2010","2010","1000 US$","5113","","Official data"
"TM","Detailed trade matrix","231","United States of America","112","Jordan","5922","Export Value","515","Apples","2011","2011","1000 US$","3852","","Official data"
"TM","Detailed trade matrix","231","United States of America","112","Jordan","5922","Export Value","515","Apples","2012","2012","1000 US$","3943","","Official data"
"TM","Detailed trade matrix","231","United States of America","112","Jordan","5922","Export Value","515","Apples","2013","2013","1000 US$","5931","","Official data"
"TM","Detailed trade matrix","231","United States of America","112","Jordan","5922","Export Value","515","Apples","2014","2014","1000 US$","3667","","Official data"
"TM","Detailed trade matrix","231","United States of America","112","Jordan","5922","Export Value","515","Apples","2015","2015","1000 US$","3068","","Official data"
"TM","Detailed trade matrix","231","United States of America","112","Jordan","5922","Export Value","515","Apples","2016","2016","1000 US$","1786","","Official data"
"TM","Detailed trade matrix","231","United States of America","112","Jordan","5922","Export Value","515","Apples","2017","2017","1000 US$","1975","","Official data"
"TM","Detailed trade matrix","231","United States of America","112","Jordan","5922","Export Value","515","Apples","2018","2018","1000 US$","2181","","Official data"
"TM","Detailed trade matrix","231","United States of America","112","Jordan","5922","Export Value","515","Apples","2019","2019","1000 US$","1296","","Official data"
"TM","Detailed trade matrix","231","United States of America","112","Jordan","5922","Export Value","515","Apples","2020","2020","1000 US$","4085","","Official data"
"TM","Detailed trade matrix","231","United States of America","112","Jordan","5910","Export Quantity","572","Avocados","2003","2003","tonnes","1","","Official data"
"TM","Detailed trade matrix","231","United States of America","112","Jordan","5910","Export Quantity","572","Avocados","2005","2005","tonnes","4","","Official data"
"TM","Detailed trade matrix","231","United States of America","112","Jordan","5910","Export Quantity","572","Avocados","2006","2006","tonnes","1","","Official data"
"TM","Detailed trade matrix","231","United States of America","112","Jordan","5910","Export Quantity","572","Avocados","2007","2007","tonnes","2","","Official data"
"TM","Detailed trade matrix","231","United States of America","112","Jordan","5910","Export Quantity","572","Avocados","2009","2009","tonnes","3","","Official data"
"TM","Detailed trade matrix","231","United States of America","112","Jordan","5910","Export Quantity","572","Avocados","2010","2010","tonnes","1","","Official data"
"TM","Detailed trade matrix","231","United States of America","112","Jordan","5910","Export Quantity","572","Avocados","2012","2012","tonnes","8","","Official data"
"TM","Detailed trade matrix","231","United States of America","112","Jordan","5922","Export Value","572","Avocados","2003","2003","1000 US$","4","","Official data"
"TM","Detailed trade matrix","231","United States of America","112","Jordan","5922","Export Value","572","Avocados","2005","2005","1000 US$","20","","Official data"
"TM","Detailed trade matrix","231","United States of America","112","Jordan","5922","Export Value","572","Avocados","2006","2006","1000 US$","6","","Official data"
"TM","Detailed trade matrix","231","United States of America","112","Jordan","5922","Export Value","572","Avocados","2007","2007","1000 US$","16","","Official data"
"TM","Detailed trade matrix","231","United States of America","112","Jordan","5922","Export Value","572","Avocados","2009","2009","1000 US$","20","","Official data"
"TM","Detailed trade matrix","231","United States of America","112","Jordan","5922","Export Value","572","Avocados","2010","2010","1000 US$","6","","Official data"
"TM","Detailed trade matrix","231","United States of America","112","Jordan","5922","Export Value","572","Avocados","2012","2012","1000 US$","24","","Official data"
"TM","Detailed trade matrix","231","United States of America","112","Jordan","5910","Export Quantity","507","Grapefruit (inc. pomelos)","2004","2004","tonnes","41","","Official data"
"TM","Detailed trade matrix","231","United States of America","112","Jordan","5922","Export Value","507","Grapefruit (inc. pomelos)","2004","2004","1000 US$","20","","Official data"
"TM","Detailed trade matrix","231","United States of America","114","Kenya","5910","Export Quantity","515","Apples","1996","1996","tonnes","62","","Official data"
"TM","Detailed trade matrix","231","United States of America","114","Kenya","5910","Export Quantity","515","Apples","2019","2019","tonnes","23","","Official data"
"TM","Detailed trade matrix","231","United States of America","114","Kenya","5922","Export Value","515","Apples","1996","1996","1000 US$","35","","Official data"
"TM","Detailed trade matrix","231","United States of America","114","Kenya","5922","Export Value","515","Apples","2019","2019","1000 US$","15","","Official data"
"TM","Detailed trade matrix","231","United States of America","114","Kenya","5910","Export Quantity","507","Grapefruit (inc. pomelos)","2003","2003","tonnes","41","","Official data"
"TM","Detailed trade matrix","231","United States of America","114","Kenya","5910","Export Quantity","507","Grapefruit (inc. pomelos)","2008","2008","tonnes","76","","Official data"
"TM","Detailed trade matrix","231","United States of America","114","Kenya","5910","Export Quantity","507","Grapefruit (inc. pomelos)","2017","2017","tonnes","22","","Official data"
"TM","Detailed trade matrix","231","United States of America","114","Kenya","5922","Export Value","507","Grapefruit (inc. pomelos)","2003","2003","1000 US$","30","","Official data"
"TM","Detailed trade matrix","231","United States of America","114","Kenya","5922","Export Value","507","Grapefruit (inc. pomelos)","2008","2008","1000 US$","48","","Official data"
"TM","Detailed trade matrix","231","United States of America","114","Kenya","5922","Export Value","507","Grapefruit (inc. pomelos)","2017","2017","1000 US$","28","","Official data"
"TM","Detailed trade matrix","231","United States of America","83","Kiribati","5910","Export Quantity","515","Apples","2019","2019","tonnes","1","","Official data"
"TM","Detailed trade matrix","231","United States of America","83","Kiribati","5922","Export Value","515","Apples","2019","2019","1000 US$","3","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5910","Export Quantity","515","Apples","1986","1986","tonnes","1004","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5910","Export Quantity","515","Apples","1987","1987","tonnes","214","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5910","Export Quantity","515","Apples","1988","1988","tonnes","382","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5910","Export Quantity","515","Apples","1989","1989","tonnes","1167","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5910","Export Quantity","515","Apples","1990","1990","tonnes","133","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5910","Export Quantity","515","Apples","1991","1991","tonnes","493","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5910","Export Quantity","515","Apples","1992","1992","tonnes","934","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5910","Export Quantity","515","Apples","1993","1993","tonnes","1385","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5910","Export Quantity","515","Apples","1994","1994","tonnes","3474","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5910","Export Quantity","515","Apples","1995","1995","tonnes","2677","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5910","Export Quantity","515","Apples","1996","1996","tonnes","3530","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5910","Export Quantity","515","Apples","1997","1997","tonnes","3136","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5910","Export Quantity","515","Apples","1998","1998","tonnes","2465","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5910","Export Quantity","515","Apples","1999","1999","tonnes","2230","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5910","Export Quantity","515","Apples","2000","2000","tonnes","2649","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5910","Export Quantity","515","Apples","2001","2001","tonnes","2685","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5910","Export Quantity","515","Apples","2002","2002","tonnes","2715","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5910","Export Quantity","515","Apples","2003","2003","tonnes","3227","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5910","Export Quantity","515","Apples","2004","2004","tonnes","3867","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5910","Export Quantity","515","Apples","2005","2005","tonnes","4029","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5910","Export Quantity","515","Apples","2006","2006","tonnes","4217","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5910","Export Quantity","515","Apples","2007","2007","tonnes","3460","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5910","Export Quantity","515","Apples","2008","2008","tonnes","2281","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5910","Export Quantity","515","Apples","2009","2009","tonnes","5145","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5910","Export Quantity","515","Apples","2010","2010","tonnes","3800","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5910","Export Quantity","515","Apples","2011","2011","tonnes","4504","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5910","Export Quantity","515","Apples","2012","2012","tonnes","4561","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5910","Export Quantity","515","Apples","2013","2013","tonnes","2392","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5910","Export Quantity","515","Apples","2014","2014","tonnes","2152","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5910","Export Quantity","515","Apples","2015","2015","tonnes","2206","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5910","Export Quantity","515","Apples","2016","2016","tonnes","1205","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5910","Export Quantity","515","Apples","2017","2017","tonnes","1759","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5910","Export Quantity","515","Apples","2018","2018","tonnes","1629","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5910","Export Quantity","515","Apples","2019","2019","tonnes","1816","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5910","Export Quantity","515","Apples","2020","2020","tonnes","3087","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5922","Export Value","515","Apples","1986","1986","1000 US$","788","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5922","Export Value","515","Apples","1987","1987","1000 US$","119","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5922","Export Value","515","Apples","1988","1988","1000 US$","195","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5922","Export Value","515","Apples","1989","1989","1000 US$","620","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5922","Export Value","515","Apples","1990","1990","1000 US$","87","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5922","Export Value","515","Apples","1991","1991","1000 US$","381","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5922","Export Value","515","Apples","1992","1992","1000 US$","520","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5922","Export Value","515","Apples","1993","1993","1000 US$","632","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5922","Export Value","515","Apples","1994","1994","1000 US$","1539","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5922","Export Value","515","Apples","1995","1995","1000 US$","1373","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5922","Export Value","515","Apples","1996","1996","1000 US$","2086","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5922","Export Value","515","Apples","1997","1997","1000 US$","1884","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5922","Export Value","515","Apples","1998","1998","1000 US$","1399","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5922","Export Value","515","Apples","1999","1999","1000 US$","1304","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5922","Export Value","515","Apples","2000","2000","1000 US$","1303","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5922","Export Value","515","Apples","2001","2001","1000 US$","1281","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5922","Export Value","515","Apples","2002","2002","1000 US$","1571","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5922","Export Value","515","Apples","2003","2003","1000 US$","1990","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5922","Export Value","515","Apples","2004","2004","1000 US$","2628","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5922","Export Value","515","Apples","2005","2005","1000 US$","3075","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5922","Export Value","515","Apples","2006","2006","1000 US$","4155","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5922","Export Value","515","Apples","2007","2007","1000 US$","3699","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5922","Export Value","515","Apples","2008","2008","1000 US$","2670","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5922","Export Value","515","Apples","2009","2009","1000 US$","4819","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5922","Export Value","515","Apples","2010","2010","1000 US$","4346","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5922","Export Value","515","Apples","2011","2011","1000 US$","4886","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5922","Export Value","515","Apples","2012","2012","1000 US$","5726","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5922","Export Value","515","Apples","2013","2013","1000 US$","3022","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5922","Export Value","515","Apples","2014","2014","1000 US$","2726","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5922","Export Value","515","Apples","2015","2015","1000 US$","2157","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5922","Export Value","515","Apples","2016","2016","1000 US$","1493","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5922","Export Value","515","Apples","2017","2017","1000 US$","1938","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5922","Export Value","515","Apples","2018","2018","1000 US$","1980","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5922","Export Value","515","Apples","2019","2019","1000 US$","1939","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5922","Export Value","515","Apples","2020","2020","1000 US$","2961","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5910","Export Quantity","572","Avocados","1987","1987","tonnes","2","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5910","Export Quantity","572","Avocados","1989","1989","tonnes","2","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5910","Export Quantity","572","Avocados","1994","1994","tonnes","2","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5910","Export Quantity","572","Avocados","1995","1995","tonnes","5","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5910","Export Quantity","572","Avocados","2006","2006","tonnes","4","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5910","Export Quantity","572","Avocados","2007","2007","tonnes","42","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5910","Export Quantity","572","Avocados","2008","2008","tonnes","78","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5910","Export Quantity","572","Avocados","2009","2009","tonnes","36","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5910","Export Quantity","572","Avocados","2010","2010","tonnes","54","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5910","Export Quantity","572","Avocados","2011","2011","tonnes","44","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5910","Export Quantity","572","Avocados","2012","2012","tonnes","231","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5910","Export Quantity","572","Avocados","2013","2013","tonnes","280","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5910","Export Quantity","572","Avocados","2014","2014","tonnes","384","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5910","Export Quantity","572","Avocados","2015","2015","tonnes","536","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5910","Export Quantity","572","Avocados","2016","2016","tonnes","457","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5910","Export Quantity","572","Avocados","2017","2017","tonnes","324","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5910","Export Quantity","572","Avocados","2018","2018","tonnes","217","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5910","Export Quantity","572","Avocados","2019","2019","tonnes","106","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5910","Export Quantity","572","Avocados","2020","2020","tonnes","302","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5922","Export Value","572","Avocados","1987","1987","1000 US$","3","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5922","Export Value","572","Avocados","1989","1989","1000 US$","6","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5922","Export Value","572","Avocados","1994","1994","1000 US$","6","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5922","Export Value","572","Avocados","1995","1995","1000 US$","7","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5922","Export Value","572","Avocados","2006","2006","1000 US$","4","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5922","Export Value","572","Avocados","2007","2007","1000 US$","67","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5922","Export Value","572","Avocados","2008","2008","1000 US$","101","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5922","Export Value","572","Avocados","2009","2009","1000 US$","47","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5922","Export Value","572","Avocados","2010","2010","1000 US$","151","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5922","Export Value","572","Avocados","2011","2011","1000 US$","125","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5922","Export Value","572","Avocados","2012","2012","1000 US$","887","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5922","Export Value","572","Avocados","2013","2013","1000 US$","892","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5922","Export Value","572","Avocados","2014","2014","1000 US$","828","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5922","Export Value","572","Avocados","2015","2015","1000 US$","2416","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5922","Export Value","572","Avocados","2016","2016","1000 US$","2333","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5922","Export Value","572","Avocados","2017","2017","1000 US$","1667","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5922","Export Value","572","Avocados","2018","2018","1000 US$","1173","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5922","Export Value","572","Avocados","2019","2019","1000 US$","524","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5922","Export Value","572","Avocados","2020","2020","1000 US$","1222","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5910","Export Quantity","507","Grapefruit (inc. pomelos)","1994","1994","tonnes","0","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5910","Export Quantity","507","Grapefruit (inc. pomelos)","1998","1998","tonnes","3","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5922","Export Value","507","Grapefruit (inc. pomelos)","1994","1994","1000 US$","3","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5922","Export Value","507","Grapefruit (inc. pomelos)","1998","1998","1000 US$","4","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5910","Export Quantity","388","Tomatoes","2009","2009","tonnes","9","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5910","Export Quantity","388","Tomatoes","2018","2018","tonnes","1","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5922","Export Value","388","Tomatoes","2009","2009","1000 US$","9","","Official data"
"TM","Detailed trade matrix","231","United States of America","118","Kuwait","5922","Export Value","388","Tomatoes","2018","2018","1000 US$","8","","Official data"
"TM","Detailed trade matrix","231","United States of America","113","Kyrgyzstan","5910","Export Quantity","515","Apples","2004","2004","tonnes","22","","Official data"
"TM","Detailed trade matrix","231","United States of America","113","Kyrgyzstan","5922","Export Value","515","Apples","2004","2004","1000 US$","21","","Official data"
"TM","Detailed trade matrix","231","United States of America","113","Kyrgyzstan","5910","Export Quantity","507","Grapefruit (inc. pomelos)","2019","2019","tonnes","22","","Official data"
"TM","Detailed trade matrix","231","United States of America","113","Kyrgyzstan","5922","Export Value","507","Grapefruit (inc. pomelos)","2019","2019","1000 US$","32","","Official data"
"TM","Detailed trade matrix","231","United States of America","120","Lao People's Democratic Republic","5910","Export Quantity","507","Grapefruit (inc. pomelos)","2001","2001","tonnes","15","","Official data"
"TM","Detailed trade matrix","231","United States of America","120","Lao People's Democratic Republic","5922","Export Value","507","Grapefruit (inc. pomelos)","2001","2001","1000 US$","12","","Official data"
"TM","Detailed trade matrix","231","United States of America","119","Latvia","5910","Export Quantity","515","Apples","2013","2013","tonnes","20","","Official data"
"TM","Detailed trade matrix","231","United States of America","119","Latvia","5910","Export Quantity","515","Apples","2014","2014","tonnes","21","","Official data"
"TM","Detailed trade matrix","231","United States of America","119","Latvia","5922","Export Value","515","Apples","2013","2013","1000 US$","41","","Official data"
"TM","Detailed trade matrix","231","United States of America","119","Latvia","5922","Export Value","515","Apples","2014","2014","1000 US$","48","","Official data"
"TM","Detailed trade matrix","231","United States of America","121","Lebanon","5910","Export Quantity","515","Apples","1999","1999","tonnes","16","","Official data"
"TM","Detailed trade matrix","231","United States of America","121","Lebanon","5910","Export Quantity","515","Apples","2001","2001","tonnes","81","","Official data"
"TM","Detailed trade matrix","231","United States of America","121","Lebanon","5910","Export Quantity","515","Apples","2002","2002","tonnes","141","","Official data"
"TM","Detailed trade matrix","231","United States of America","121","Lebanon","5910","Export Quantity","515","Apples","2003","2003","tonnes","98","","Official data"
"TM","Detailed trade matrix","231","United States of America","121","Lebanon","5910","Export Quantity","515","Apples","2004","2004","tonnes","88","","Official data"
"TM","Detailed trade matrix","231","United States of America","121","Lebanon","5910","Export Quantity","515","Apples","2005","2005","tonnes","22","","Official data"
"TM","Detailed trade matrix","231","United States of America","121","Lebanon","5910","Export Quantity","515","Apples","2009","2009","tonnes","110","","Official data"
"TM","Detailed trade matrix","231","United States of America","121","Lebanon","5910","Export Quantity","515","Apples","2010","2010","tonnes","18","","Official data"
"TM","Detailed trade matrix","231","United States of America","121","Lebanon","5910","Export Quantity","515","Apples","2013","2013","tonnes","42","","Official data"
"TM","Detailed trade matrix","231","United States of America","121","Lebanon","5910","Export Quantity","515","Apples","2014","2014","tonnes","66","","Official data"
"TM","Detailed trade matrix","231","United States of America","121","Lebanon","5910","Export Quantity","515","Apples","2015","2015","tonnes","42","","Official data"
"TM","Detailed trade matrix","231","United States of America","121","Lebanon","5922","Export Value","515","Apples","1999","1999","1000 US$","25","","Official data"
"TM","Detailed trade matrix","231","United States of America","121","Lebanon","5922","Export Value","515","Apples","2001","2001","1000 US$","47","","Official data"
"TM","Detailed trade matrix","231","United States of America","121","Lebanon","5922","Export Value","515","Apples","2002","2002","1000 US$","104","","Official data"
"TM","Detailed trade matrix","231","United States of America","121","Lebanon","5922","Export Value","515","Apples","2003","2003","1000 US$","78","","Official data"
"TM","Detailed trade matrix","231","United States of America","121","Lebanon","5922","Export Value","515","Apples","2004","2004","1000 US$","64","","Official data"
"TM","Detailed trade matrix","231","United States of America","121","Lebanon","5922","Export Value","515","Apples","2005","2005","1000 US$","11","","Official data"
"TM","Detailed trade matrix","231","United States of America","121","Lebanon","5922","Export Value","515","Apples","2009","2009","1000 US$","134","","Official data"
"TM","Detailed trade matrix","231","United States of America","121","Lebanon","5922","Export Value","515","Apples","2010","2010","1000 US$","25","","Official data"
