Domain Code,Domain,Reporter Country Code (FAO),Reporter Countries,Partner Country Code (FAO),Partner Countries,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TM","Detailed trade matrix","231","United States of America","12","Bahamas","5922","Export Value","388","Tomatoes","1999","1999","1000 US$","249","","Official data"
"TM","Detailed trade matrix","231","United States of America","12","Bahamas","5922","Export Value","388","Tomatoes","2000","2000","1000 US$","133","","Official data"
"TM","Detailed trade matrix","231","United States of America","12","Bahamas","5922","Export Value","388","Tomatoes","2001","2001","1000 US$","589","","Official data"
"TM","Detailed trade matrix","231","United States of America","12","Bahamas","5922","Export Value","388","Tomatoes","2002","2002","1000 US$","814","","Official data"
"TM","Detailed trade matrix","231","United States of America","12","Bahamas","5922","Export Value","388","Tomatoes","2003","2003","1000 US$","1067","","Official data"
"TM","Detailed trade matrix","231","United States of America","12","Bahamas","5922","Export Value","388","Tomatoes","2004","2004","1000 US$","1362","","Official data"
"TM","Detailed trade matrix","231","United States of America","12","Bahamas","5922","Export Value","388","Tomatoes","2005","2005","1000 US$","1171","","Official data"
"TM","Detailed trade matrix","231","United States of America","12","Bahamas","5922","Export Value","388","Tomatoes","2006","2006","1000 US$","1300","","Official data"
"TM","Detailed trade matrix","231","United States of America","12","Bahamas","5922","Export Value","388","Tomatoes","2007","2007","1000 US$","1230","","Official data"
"TM","Detailed trade matrix","231","United States of America","12","Bahamas","5922","Export Value","388","Tomatoes","2008","2008","1000 US$","1275","","Official data"
"TM","Detailed trade matrix","231","United States of America","12","Bahamas","5922","Export Value","388","Tomatoes","2009","2009","1000 US$","1145","","Official data"
"TM","Detailed trade matrix","231","United States of America","12","Bahamas","5922","Export Value","388","Tomatoes","2010","2010","1000 US$","1412","","Official data"
"TM","Detailed trade matrix","231","United States of America","12","Bahamas","5922","Export Value","388","Tomatoes","2011","2011","1000 US$","1162","","Official data"
"TM","Detailed trade matrix","231","United States of America","12","Bahamas","5922","Export Value","388","Tomatoes","2012","2012","1000 US$","1391","","Official data"
"TM","Detailed trade matrix","231","United States of America","12","Bahamas","5922","Export Value","388","Tomatoes","2013","2013","1000 US$","1614","","Official data"
"TM","Detailed trade matrix","231","United States of America","12","Bahamas","5922","Export Value","388","Tomatoes","2014","2014","1000 US$","2292","","Official data"
"TM","Detailed trade matrix","231","United States of America","12","Bahamas","5922","Export Value","388","Tomatoes","2015","2015","1000 US$","2151","","Official data"
"TM","Detailed trade matrix","231","United States of America","12","Bahamas","5922","Export Value","388","Tomatoes","2016","2016","1000 US$","1927","","Official data"
"TM","Detailed trade matrix","231","United States of America","12","Bahamas","5922","Export Value","388","Tomatoes","2017","2017","1000 US$","2291","","Official data"
"TM","Detailed trade matrix","231","United States of America","12","Bahamas","5922","Export Value","388","Tomatoes","2018","2018","1000 US$","851","","Official data"
"TM","Detailed trade matrix","231","United States of America","12","Bahamas","5922","Export Value","388","Tomatoes","2019","2019","1000 US$","674","","Official data"
"TM","Detailed trade matrix","231","United States of America","12","Bahamas","5922","Export Value","388","Tomatoes","2020","2020","1000 US$","1356","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5910","Export Quantity","515","Apples","1986","1986","tonnes","370","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5910","Export Quantity","515","Apples","1987","1987","tonnes","292","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5910","Export Quantity","515","Apples","1988","1988","tonnes","297","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5910","Export Quantity","515","Apples","1989","1989","tonnes","343","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5910","Export Quantity","515","Apples","1990","1990","tonnes","59","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5910","Export Quantity","515","Apples","1991","1991","tonnes","37","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5910","Export Quantity","515","Apples","1992","1992","tonnes","199","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5910","Export Quantity","515","Apples","1993","1993","tonnes","323","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5910","Export Quantity","515","Apples","1994","1994","tonnes","116","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5910","Export Quantity","515","Apples","1995","1995","tonnes","39","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5910","Export Quantity","515","Apples","1996","1996","tonnes","184","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5910","Export Quantity","515","Apples","1997","1997","tonnes","724","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5910","Export Quantity","515","Apples","1998","1998","tonnes","855","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5910","Export Quantity","515","Apples","1999","1999","tonnes","827","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5910","Export Quantity","515","Apples","2000","2000","tonnes","1992","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5910","Export Quantity","515","Apples","2001","2001","tonnes","549","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5910","Export Quantity","515","Apples","2002","2002","tonnes","441","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5910","Export Quantity","515","Apples","2003","2003","tonnes","795","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5910","Export Quantity","515","Apples","2004","2004","tonnes","686","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5910","Export Quantity","515","Apples","2005","2005","tonnes","1364","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5910","Export Quantity","515","Apples","2006","2006","tonnes","375","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5910","Export Quantity","515","Apples","2007","2007","tonnes","318","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5910","Export Quantity","515","Apples","2008","2008","tonnes","608","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5910","Export Quantity","515","Apples","2009","2009","tonnes","990","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5910","Export Quantity","515","Apples","2010","2010","tonnes","586","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5910","Export Quantity","515","Apples","2011","2011","tonnes","594","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5910","Export Quantity","515","Apples","2012","2012","tonnes","382","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5910","Export Quantity","515","Apples","2013","2013","tonnes","453","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5910","Export Quantity","515","Apples","2014","2014","tonnes","450","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5910","Export Quantity","515","Apples","2015","2015","tonnes","183","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5910","Export Quantity","515","Apples","2016","2016","tonnes","212","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5910","Export Quantity","515","Apples","2017","2017","tonnes","379","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5910","Export Quantity","515","Apples","2018","2018","tonnes","41","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5910","Export Quantity","515","Apples","2019","2019","tonnes","166","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5910","Export Quantity","515","Apples","2020","2020","tonnes","219","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5922","Export Value","515","Apples","1986","1986","1000 US$","322","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5922","Export Value","515","Apples","1987","1987","1000 US$","117","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5922","Export Value","515","Apples","1988","1988","1000 US$","144","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5922","Export Value","515","Apples","1989","1989","1000 US$","176","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5922","Export Value","515","Apples","1990","1990","1000 US$","40","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5922","Export Value","515","Apples","1991","1991","1000 US$","22","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5922","Export Value","515","Apples","1992","1992","1000 US$","118","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5922","Export Value","515","Apples","1993","1993","1000 US$","172","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5922","Export Value","515","Apples","1994","1994","1000 US$","65","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5922","Export Value","515","Apples","1995","1995","1000 US$","25","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5922","Export Value","515","Apples","1996","1996","1000 US$","116","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5922","Export Value","515","Apples","1997","1997","1000 US$","386","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5922","Export Value","515","Apples","1998","1998","1000 US$","414","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5922","Export Value","515","Apples","1999","1999","1000 US$","522","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5922","Export Value","515","Apples","2000","2000","1000 US$","977","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5922","Export Value","515","Apples","2001","2001","1000 US$","316","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5922","Export Value","515","Apples","2002","2002","1000 US$","259","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5922","Export Value","515","Apples","2003","2003","1000 US$","440","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5922","Export Value","515","Apples","2004","2004","1000 US$","536","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5922","Export Value","515","Apples","2005","2005","1000 US$","965","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5922","Export Value","515","Apples","2006","2006","1000 US$","348","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5922","Export Value","515","Apples","2007","2007","1000 US$","308","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5922","Export Value","515","Apples","2008","2008","1000 US$","759","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5922","Export Value","515","Apples","2009","2009","1000 US$","999","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5922","Export Value","515","Apples","2010","2010","1000 US$","575","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5922","Export Value","515","Apples","2011","2011","1000 US$","615","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5922","Export Value","515","Apples","2012","2012","1000 US$","400","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5922","Export Value","515","Apples","2013","2013","1000 US$","526","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5922","Export Value","515","Apples","2014","2014","1000 US$","588","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5922","Export Value","515","Apples","2015","2015","1000 US$","143","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5922","Export Value","515","Apples","2016","2016","1000 US$","237","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5922","Export Value","515","Apples","2017","2017","1000 US$","377","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5922","Export Value","515","Apples","2018","2018","1000 US$","49","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5922","Export Value","515","Apples","2019","2019","1000 US$","188","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5922","Export Value","515","Apples","2020","2020","1000 US$","215","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5910","Export Quantity","572","Avocados","2007","2007","tonnes","2","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5910","Export Quantity","572","Avocados","2008","2008","tonnes","5","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5910","Export Quantity","572","Avocados","2009","2009","tonnes","2","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5910","Export Quantity","572","Avocados","2010","2010","tonnes","2","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5910","Export Quantity","572","Avocados","2011","2011","tonnes","5","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5910","Export Quantity","572","Avocados","2012","2012","tonnes","29","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5910","Export Quantity","572","Avocados","2013","2013","tonnes","55","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5910","Export Quantity","572","Avocados","2014","2014","tonnes","60","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5910","Export Quantity","572","Avocados","2015","2015","tonnes","129","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5910","Export Quantity","572","Avocados","2016","2016","tonnes","188","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5910","Export Quantity","572","Avocados","2017","2017","tonnes","102","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5910","Export Quantity","572","Avocados","2018","2018","tonnes","69","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5910","Export Quantity","572","Avocados","2019","2019","tonnes","35","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5910","Export Quantity","572","Avocados","2020","2020","tonnes","52","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5922","Export Value","572","Avocados","2007","2007","1000 US$","6","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5922","Export Value","572","Avocados","2008","2008","1000 US$","15","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5922","Export Value","572","Avocados","2009","2009","1000 US$","3","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5922","Export Value","572","Avocados","2010","2010","1000 US$","6","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5922","Export Value","572","Avocados","2011","2011","1000 US$","13","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5922","Export Value","572","Avocados","2012","2012","1000 US$","134","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5922","Export Value","572","Avocados","2013","2013","1000 US$","229","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5922","Export Value","572","Avocados","2014","2014","1000 US$","201","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5922","Export Value","572","Avocados","2015","2015","1000 US$","367","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5922","Export Value","572","Avocados","2016","2016","1000 US$","783","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5922","Export Value","572","Avocados","2017","2017","1000 US$","411","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5922","Export Value","572","Avocados","2018","2018","1000 US$","181","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5922","Export Value","572","Avocados","2019","2019","1000 US$","205","","Official data"
"TM","Detailed trade matrix","231","United States of America","13","Bahrain","5922","Export Value","572","Avocados","2020","2020","1000 US$","242","","Official data"
"TM","Detailed trade matrix","231","United States of America","16","Bangladesh","5910","Export Quantity","515","Apples","1989","1989","tonnes","74","","Official data"
"TM","Detailed trade matrix","231","United States of America","16","Bangladesh","5910","Export Quantity","515","Apples","1990","1990","tonnes","132","","Official data"
"TM","Detailed trade matrix","231","United States of America","16","Bangladesh","5910","Export Quantity","515","Apples","1991","1991","tonnes","20","","Official data"
"TM","Detailed trade matrix","231","United States of America","16","Bangladesh","5910","Export Quantity","515","Apples","1992","1992","tonnes","219","","Official data"
"TM","Detailed trade matrix","231","United States of America","16","Bangladesh","5910","Export Quantity","515","Apples","1993","1993","tonnes","184","","Official data"
"TM","Detailed trade matrix","231","United States of America","16","Bangladesh","5910","Export Quantity","515","Apples","1994","1994","tonnes","317","","Official data"
"TM","Detailed trade matrix","231","United States of America","16","Bangladesh","5910","Export Quantity","515","Apples","1995","1995","tonnes","781","","Official data"
"TM","Detailed trade matrix","231","United States of America","16","Bangladesh","5910","Export Quantity","515","Apples","1996","1996","tonnes","820","","Official data"
"TM","Detailed trade matrix","231","United States of America","16","Bangladesh","5910","Export Quantity","515","Apples","1997","1997","tonnes","1130","","Official data"
"TM","Detailed trade matrix","231","United States of America","16","Bangladesh","5910","Export Quantity","515","Apples","1998","1998","tonnes","1184","","Official data"
"TM","Detailed trade matrix","231","United States of America","16","Bangladesh","5910","Export Quantity","515","Apples","1999","1999","tonnes","2177","","Official data"
"TM","Detailed trade matrix","231","United States of America","16","Bangladesh","5910","Export Quantity","515","Apples","2000","2000","tonnes","1064","","Official data"
"TM","Detailed trade matrix","231","United States of America","16","Bangladesh","5910","Export Quantity","515","Apples","2001","2001","tonnes","2877","","Official data"
"TM","Detailed trade matrix","231","United States of America","16","Bangladesh","5910","Export Quantity","515","Apples","2002","2002","tonnes","883","","Official data"
"TM","Detailed trade matrix","231","United States of America","16","Bangladesh","5910","Export Quantity","515","Apples","2003","2003","tonnes","1720","","Official data"
"TM","Detailed trade matrix","231","United States of America","16","Bangladesh","5910","Export Quantity","515","Apples","2004","2004","tonnes","103","","Official data"
"TM","Detailed trade matrix","231","United States of America","16","Bangladesh","5910","Export Quantity","515","Apples","2005","2005","tonnes","522","","Official data"
"TM","Detailed trade matrix","231","United States of America","16","Bangladesh","5910","Export Quantity","515","Apples","2006","2006","tonnes","366","","Official data"
"TM","Detailed trade matrix","231","United States of America","16","Bangladesh","5910","Export Quantity","515","Apples","2007","2007","tonnes","23","","Official data"
"TM","Detailed trade matrix","231","United States of America","16","Bangladesh","5910","Export Quantity","515","Apples","2008","2008","tonnes","141","","Official data"
"TM","Detailed trade matrix","231","United States of America","16","Bangladesh","5910","Export Quantity","515","Apples","2009","2009","tonnes","1217","","Official data"
"TM","Detailed trade matrix","231","United States of America","16","Bangladesh","5910","Export Quantity","515","Apples","2010","2010","tonnes","258","","Official data"
"TM","Detailed trade matrix","231","United States of America","16","Bangladesh","5910","Export Quantity","515","Apples","2011","2011","tonnes","451","","Official data"
"TM","Detailed trade matrix","231","United States of America","16","Bangladesh","5910","Export Quantity","515","Apples","2012","2012","tonnes","153","","Official data"
"TM","Detailed trade matrix","231","United States of America","16","Bangladesh","5910","Export Quantity","515","Apples","2013","2013","tonnes","194","","Official data"
"TM","Detailed trade matrix","231","United States of America","16","Bangladesh","5910","Export Quantity","515","Apples","2014","2014","tonnes","88","","Official data"
"TM","Detailed trade matrix","231","United States of America","16","Bangladesh","5910","Export Quantity","515","Apples","2015","2015","tonnes","846","","Official data"
"TM","Detailed trade matrix","231","United States of America","16","Bangladesh","5910","Export Quantity","515","Apples","2017","2017","tonnes","220","","Official data"
"TM","Detailed trade matrix","231","United States of America","16","Bangladesh","5910","Export Quantity","515","Apples","2018","2018","tonnes","15","","Official data"
"TM","Detailed trade matrix","231","United States of America","16","Bangladesh","5922","Export Value","515","Apples","1989","1989","1000 US$","50","","Official data"
"TM","Detailed trade matrix","231","United States of America","16","Bangladesh","5922","Export Value","515","Apples","1990","1990","1000 US$","68","","Official data"
"TM","Detailed trade matrix","231","United States of America","16","Bangladesh","5922","Export Value","515","Apples","1991","1991","1000 US$","10","","Official data"
"TM","Detailed trade matrix","231","United States of America","16","Bangladesh","5922","Export Value","515","Apples","1992","1992","1000 US$","109","","Official data"
"TM","Detailed trade matrix","231","United States of America","16","Bangladesh","5922","Export Value","515","Apples","1993","1993","1000 US$","111","","Official data"
"TM","Detailed trade matrix","231","United States of America","16","Bangladesh","5922","Export Value","515","Apples","1994","1994","1000 US$","170","","Official data"
"TM","Detailed trade matrix","231","United States of America","16","Bangladesh","5922","Export Value","515","Apples","1995","1995","1000 US$","465","","Official data"
"TM","Detailed trade matrix","231","United States of America","16","Bangladesh","5922","Export Value","515","Apples","1996","1996","1000 US$","496","","Official data"
"TM","Detailed trade matrix","231","United States of America","16","Bangladesh","5922","Export Value","515","Apples","1997","1997","1000 US$","620","","Official data"
"TM","Detailed trade matrix","231","United States of America","16","Bangladesh","5922","Export Value","515","Apples","1998","1998","1000 US$","705","","Official data"
"TM","Detailed trade matrix","231","United States of America","16","Bangladesh","5922","Export Value","515","Apples","1999","1999","1000 US$","1301","","Official data"
"TM","Detailed trade matrix","231","United States of America","16","Bangladesh","5922","Export Value","515","Apples","2000","2000","1000 US$","466","","Official data"
"TM","Detailed trade matrix","231","United States of America","16","Bangladesh","5922","Export Value","515","Apples","2001","2001","1000 US$","1216","","Official data"
"TM","Detailed trade matrix","231","United States of America","16","Bangladesh","5922","Export Value","515","Apples","2002","2002","1000 US$","372","","Official data"
"TM","Detailed trade matrix","231","United States of America","16","Bangladesh","5922","Export Value","515","Apples","2003","2003","1000 US$","870","","Official data"
"TM","Detailed trade matrix","231","United States of America","16","Bangladesh","5922","Export Value","515","Apples","2004","2004","1000 US$","60","","Official data"
"TM","Detailed trade matrix","231","United States of America","16","Bangladesh","5922","Export Value","515","Apples","2005","2005","1000 US$","266","","Official data"
"TM","Detailed trade matrix","231","United States of America","16","Bangladesh","5922","Export Value","515","Apples","2006","2006","1000 US$","214","","Official data"
"TM","Detailed trade matrix","231","United States of America","16","Bangladesh","5922","Export Value","515","Apples","2007","2007","1000 US$","16","","Official data"
"TM","Detailed trade matrix","231","United States of America","16","Bangladesh","5922","Export Value","515","Apples","2008","2008","1000 US$","108","","Official data"
"TM","Detailed trade matrix","231","United States of America","16","Bangladesh","5922","Export Value","515","Apples","2009","2009","1000 US$","921","","Official data"
"TM","Detailed trade matrix","231","United States of America","16","Bangladesh","5922","Export Value","515","Apples","2010","2010","1000 US$","241","","Official data"
"TM","Detailed trade matrix","231","United States of America","16","Bangladesh","5922","Export Value","515","Apples","2011","2011","1000 US$","469","","Official data"
"TM","Detailed trade matrix","231","United States of America","16","Bangladesh","5922","Export Value","515","Apples","2012","2012","1000 US$","177","","Official data"
"TM","Detailed trade matrix","231","United States of America","16","Bangladesh","5922","Export Value","515","Apples","2013","2013","1000 US$","201","","Official data"
"TM","Detailed trade matrix","231","United States of America","16","Bangladesh","5922","Export Value","515","Apples","2014","2014","1000 US$","103","","Official data"
"TM","Detailed trade matrix","231","United States of America","16","Bangladesh","5922","Export Value","515","Apples","2015","2015","1000 US$","760","","Official data"
"TM","Detailed trade matrix","231","United States of America","16","Bangladesh","5922","Export Value","515","Apples","2017","2017","1000 US$","168","","Official data"
"TM","Detailed trade matrix","231","United States of America","16","Bangladesh","5922","Export Value","515","Apples","2018","2018","1000 US$","22","","Official data"
"TM","Detailed trade matrix","231","United States of America","16","Bangladesh","5610","Import Quantity","571","Mangoes, mangosteens, guavas","2016","2016","tonnes","3","","Official data"
"TM","Detailed trade matrix","231","United States of America","16","Bangladesh","5622","Import Value","571","Mangoes, mangosteens, guavas","2016","2016","1000 US$","4","","Official data"
"TM","Detailed trade matrix","231","United States of America","14","Barbados","5910","Export Quantity","515","Apples","1986","1986","tonnes","316","","Official data"
"TM","Detailed trade matrix","231","United States of America","14","Barbados","5910","Export Quantity","515","Apples","1987","1987","tonnes","63","","Official data"
"TM","Detailed trade matrix","231","United States of America","14","Barbados","5910","Export Quantity","515","Apples","1988","1988","tonnes","35","","Official data"
"TM","Detailed trade matrix","231","United States of America","14","Barbados","5910","Export Quantity","515","Apples","1989","1989","tonnes","144","","Official data"
"TM","Detailed trade matrix","231","United States of America","14","Barbados","5910","Export Quantity","515","Apples","1990","1990","tonnes","522","","Official data"
"TM","Detailed trade matrix","231","United States of America","14","Barbados","5910","Export Quantity","515","Apples","1991","1991","tonnes","519","","Official data"
"TM","Detailed trade matrix","231","United States of America","14","Barbados","5910","Export Quantity","515","Apples","1992","1992","tonnes","192","","Official data"
"TM","Detailed trade matrix","231","United States of America","14","Barbados","5910","Export Quantity","515","Apples","1993","1993","tonnes","167","","Official data"
"TM","Detailed trade matrix","231","United States of America","14","Barbados","5910","Export Quantity","515","Apples","1994","1994","tonnes","420","","Official data"
"TM","Detailed trade matrix","231","United States of America","14","Barbados","5910","Export Quantity","515","Apples","1995","1995","tonnes","296","","Official data"
"TM","Detailed trade matrix","231","United States of America","14","Barbados","5910","Export Quantity","515","Apples","1996","1996","tonnes","144","","Official data"
"TM","Detailed trade matrix","231","United States of America","14","Barbados","5910","Export Quantity","515","Apples","1997","1997","tonnes","264","","Official data"
"TM","Detailed trade matrix","231","United States of America","14","Barbados","5910","Export Quantity","515","Apples","1998","1998","tonnes","657","","Official data"
"TM","Detailed trade matrix","231","United States of America","14","Barbados","5910","Export Quantity","515","Apples","1999","1999","tonnes","621","","Official data"
"TM","Detailed trade matrix","231","United States of America","14","Barbados","5910","Export Quantity","515","Apples","2000","2000","tonnes","298","","Official data"
"TM","Detailed trade matrix","231","United States of America","14","Barbados","5910","Export Quantity","515","Apples","2001","2001","tonnes","526","","Official data"
"TM","Detailed trade matrix","231","United States of America","14","Barbados","5910","Export Quantity","515","Apples","2002","2002","tonnes","392","","Official data"
"TM","Detailed trade matrix","231","United States of America","14","Barbados","5910","Export Quantity","515","Apples","2003","2003","tonnes","316","","Official data"
"TM","Detailed trade matrix","231","United States of America","14","Barbados","5910","Export Quantity","515","Apples","2004","2004","tonnes","328","","Official data"
"TM","Detailed trade matrix","231","United States of America","14","Barbados","5910","Export Quantity","515","Apples","2005","2005","tonnes","298","","Official data"
"TM","Detailed trade matrix","231","United States of America","14","Barbados","5910","Export Quantity","515","Apples","2006","2006","tonnes","524","","Official data"
"TM","Detailed trade matrix","231","United States of America","14","Barbados","5910","Export Quantity","515","Apples","2007","2007","tonnes","460","","Official data"
"TM","Detailed trade matrix","231","United States of America","14","Barbados","5910","Export Quantity","515","Apples","2008","2008","tonnes","811","","Official data"
"TM","Detailed trade matrix","231","United States of America","14","Barbados","5910","Export Quantity","515","Apples","2009","2009","tonnes","1839","","Official data"
"TM","Detailed trade matrix","231","United States of America","14","Barbados","5910","Export Quantity","515","Apples","2010","2010","tonnes","934","","Official data"
"TM","Detailed trade matrix","231","United States of America","14","Barbados","5910","Export Quantity","515","Apples","2011","2011","tonnes","842","","Official data"
"TM","Detailed trade matrix","231","United States of America","14","Barbados","5910","Export Quantity","515","Apples","2012","2012","tonnes","401","","Official data"
"TM","Detailed trade matrix","231","United States of America","14","Barbados","5910","Export Quantity","515","Apples","2013","2013","tonnes","355","","Official data"
"TM","Detailed trade matrix","231","United States of America","14","Barbados","5910","Export Quantity","515","Apples","2014","2014","tonnes","876","","Official data"
"TM","Detailed trade matrix","231","United States of America","14","Barbados","5910","Export Quantity","515","Apples","2015","2015","tonnes","1329","","Official data"
"TM","Detailed trade matrix","231","United States of America","14","Barbados","5910","Export Quantity","515","Apples","2016","2016","tonnes","1085","","Official data"
"TM","Detailed trade matrix","231","United States of America","14","Barbados","5910","Export Quantity","515","Apples","2017","2017","tonnes","934","","Official data"
"TM","Detailed trade matrix","231","United States of America","14","Barbados","5910","Export Quantity","515","Apples","2018","2018","tonnes","763","","Official data"
"TM","Detailed trade matrix","231","United States of America","14","Barbados","5910","Export Quantity","515","Apples","2019","2019","tonnes","1213","","Official data"
"TM","Detailed trade matrix","231","United States of America","14","Barbados","5910","Export Quantity","515","Apples","2020","2020","tonnes","1567","","Official data"
"TM","Detailed trade matrix","231","United States of America","14","Barbados","5922","Export Value","515","Apples","1986","1986","1000 US$","261","","Official data"
